SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,LUL
273,MODEL1,PARMS,LUL,1.043533683,6.691005698,0.206287563,0.464612889,-0.601493474,-1
274,MODEL1,PARMS,LUL,1.055439607,6.181951689,0.307466676,0.987289296,-1.909623999,-1
275,MODEL1,PARMS,LUL,1.16284827,6.989015014,0.096566836,1.824791128,-3.354182999,-1
276,MODEL1,PARMS,LUL,1.029261989,6.111392434,0.332152357,1.047062727,-2.114724815,-1
277,MODEL1,PARMS,LUL,1.095986793,6.925592109,0.102474099,1.887893175,-3.590970523,-1
278,MODEL1,PARMS,LUL,1.127221209,6.267637383,0.31617551,0.260478491,-0.260701692,-1
279,MODEL1,PARMS,LUL,1.122751787,6.082297185,0.345064021,1.016353283,-2.07921351,-1
280,MODEL1,PARMS,LUL,1.075371629,6.88441004,0.127755771,1.591237779,-2.840889016,-1
281,MODEL1,PARMS,LUL,1.142523129,5.35600248,0.568819711,-0.133623384,-0.133306925,-1
282,MODEL1,PARMS,LUL,1.019534796,7.626736547,-0.102394471,2.718089044,-4.910230984,-1
283,MODEL1,PARMS,LUL,1.08264737,6.420711181,0.258468293,0.946520771,-1.745262062,-1
284,MODEL1,PARMS,LUL,1.136073325,6.853359805,0.112271276,2.039023573,-3.688968654,-1
285,MODEL1,PARMS,LUL,1.083990243,6.443309619,0.245005429,1.464323428,-2.945460593,-1
286,MODEL1,PARMS,LUL,1.042651858,6.678936364,0.175192818,1.379676511,-2.520949429,-1
287,MODEL1,PARMS,LUL,1.05449671,6.951551263,0.096401611,1.663371426,-3.024076176,-1
288,MODEL1,PARMS,LUL,1.104250714,7.033152,0.072842778,1.401536685,-2.150739697,-1
289,MODEL1,PARMS,LUL,1.139159601,6.545992267,0.217265346,1.332861967,-2.389093085,-1
290,MODEL1,PARMS,LUL,1.160017274,5.874709956,0.416694455,0.523420972,-1.130666686,-1
291,MODEL1,PARMS,LUL,1.146239369,5.777566318,0.438529685,0.336914642,-0.634696994,-1
292,MODEL1,PARMS,LUL,1.054815692,6.706453114,0.152733931,1.564365622,-2.783750891,-1
293,MODEL1,PARMS,LUL,1.045701054,5.635441708,0.436598249,0.966951225,-2.130557501,-1
294,MODEL1,PARMS,LUL,1.053189627,7.575425921,-0.087830397,2.491049709,-4.24729084,-1
295,MODEL1,PARMS,LUL,1.127495694,6.426353493,0.241033926,1.290318315,-2.534552376,-1
296,MODEL1,PARMS,LUL,1.084432568,4.924645183,0.651458981,-0.081406513,-0.494286285,-1
297,MODEL1,PARMS,LUL,1.079797537,6.244891705,0.284057931,1.012354082,-1.832682711,-1
298,MODEL1,PARMS,LUL,1.071516664,6.835569251,0.154640039,1.453168512,-2.665470176,-1
299,MODEL1,PARMS,LUL,1.12852161,6.045532316,0.338110165,1.491445164,-3.123548636,-1
300,MODEL1,PARMS,LUL,1.15032673,6.207852299,0.342768348,0.735563265,-1.471415796,-1
301,MODEL1,PARMS,LUL,1.078065037,5.799638199,0.422133052,0.42629069,-0.883777286,-1
302,MODEL1,PARMS,LUL,1.123192813,7.197855594,0.029156761,2.268309323,-4.104993745,-1
303,MODEL1,PARMS,LUL,1.200012747,6.8444879,0.100373351,1.874279265,-3.322623111,-1
304,MODEL1,PARMS,LUL,1.154929311,5.695843604,0.447373979,0.452980235,-1.082957986,-1
305,MODEL1,PARMS,LUL,1.081306857,7.067525106,0.039016325,2.62409649,-4.912119897,-1
306,MODEL1,PARMS,LUL,1.073814377,6.580116004,0.212776748,1.491913236,-2.979093374,-1
307,MODEL1,PARMS,LUL,1.175868916,6.224023116,0.358981449,0.276108216,-0.538370254,-1
308,MODEL1,PARMS,LUL,1.14118441,6.789140366,0.190568218,0.917615468,-1.657732685,-1
309,MODEL1,PARMS,LUL,1.136044189,4.78116432,0.690131925,-0.137449636,-0.08834142,-1
310,MODEL1,PARMS,LUL,1.100222762,7.192680459,0.028066335,2.265530797,-4.110945491,-1
311,MODEL1,PARMS,LUL,1.054903774,6.043530047,0.366429133,0.502972377,-0.965077897,-1
312,MODEL1,PARMS,LUL,1.154541419,6.58601271,0.190100281,1.525169487,-2.836169076,-1
313,MODEL1,PARMS,LUL,1.089837472,6.88209685,0.131092267,1.911390818,-3.632244266,-1
314,MODEL1,PARMS,LUL,1.065867454,6.881545938,0.139389454,1.644959814,-3.042780495,-1
315,MODEL1,PARMS,LUL,1.103661566,6.417021362,0.256317198,1.390119116,-2.590151851,-1
316,MODEL1,PARMS,LUL,1.098146179,5.415183112,0.518198057,0.692581392,-1.818264342,-1
317,MODEL1,PARMS,LUL,1.199549011,6.733322437,0.14596088,1.803114637,-3.368547414,-1
318,MODEL1,PARMS,LUL,0.991226075,6.828867059,0.167819552,1.04516108,-1.806379788,-1
319,MODEL1,PARMS,LUL,1.196867855,5.651655754,0.454079244,0.663612186,-1.672551697,-1
320,MODEL1,PARMS,LUL,1.136943805,5.890040826,0.429165828,-0.203861294,0.383753854,-1
321,MODEL1,PARMS,LUL,1.101093234,6.191063933,0.327024662,0.894837373,-1.772444961,-1
322,MODEL1,PARMS,LUL,1.110326198,6.712719057,0.15282224,1.818646656,-3.444242454,-1
323,MODEL1,PARMS,LUL,1.181236475,7.026100925,0.033520047,2.573130419,-4.8749499,-1
324,MODEL1,PARMS,LUL,1.183129598,6.695121698,0.184831915,1.582537308,-3.069667664,-1
325,MODEL1,PARMS,LUL,1.161039513,7.343332951,-0.011073832,2.855063449,-5.34193205,-1
326,MODEL1,PARMS,LUL,1.116124989,5.944863885,0.334717464,1.589643194,-3.221362899,-1
327,MODEL1,PARMS,LUL,1.072492132,6.359053398,0.247733427,1.114342239,-1.973870943,-1
328,MODEL1,PARMS,LUL,1.179392129,5.454610491,0.509866855,0.418445746,-1.045468244,-1
329,MODEL1,PARMS,LUL,1.126983884,5.914894905,0.414652305,0.703914404,-1.622988085,-1
330,MODEL1,PARMS,LUL,1.066910908,7.867113846,-0.144622812,2.901698476,-5.350093618,-1
331,MODEL1,PARMS,LUL,1.150279391,5.417400515,0.571878436,-0.19942902,-0.088693611,-1
332,MODEL1,PARMS,LUL,1.120031,6.864521136,0.145228096,1.719465356,-3.437699181,-1
333,MODEL1,PARMS,LUL,1.126133946,5.808073895,0.413809227,0.633389696,-1.358949931,-1
334,MODEL1,PARMS,LUL,1.146555565,5.258823759,0.588538858,-0.04700173,-0.346347421,-1
335,MODEL1,PARMS,LUL,1.059243322,5.911139568,0.400369911,0.856492192,-1.948338737,-1
336,MODEL1,PARMS,LUL,1.080177123,6.51517861,0.244359452,0.762997535,-1.457721159,-1
337,MODEL1,PARMS,LUL,1.204953605,6.974512115,0.072027076,2.298019584,-4.304583298,-1
338,MODEL1,PARMS,LUL,1.138652402,7.93845883,-0.205920719,3.477057351,-6.268610898,-1
339,MODEL1,PARMS,LUL,1.088814234,6.410068615,0.235211543,1.461116054,-2.89363256,-1
340,MODEL1,PARMS,LUL,1.060955723,7.570808724,-0.07845854,2.529842836,-4.331150827,-1
341,MODEL1,PARMS,LUL,1.060129483,5.938714155,0.385349948,0.871873495,-1.933294806,-1
342,MODEL1,PARMS,LUL,1.07548588,6.09355155,0.263768214,2.095904736,-4.162816242,-1
343,MODEL1,PARMS,LUL,1.106123042,6.175375795,0.308496787,1.048703139,-2.250130512,-1
344,MODEL1,PARMS,LUL,1.147988079,5.812321051,0.413791747,0.869383802,-1.773266977,-1
345,MODEL1,PARMS,LUL,1.085155636,6.991495868,0.122420859,1.152835927,-1.83841982,-1
346,MODEL1,PARMS,LUL,1.127963465,7.322627494,0.002390692,2.504228013,-4.587904522,-1
347,MODEL1,PARMS,LUL,1.090979531,6.702908328,0.154315347,1.356341905,-2.386822542,-1
348,MODEL1,PARMS,LUL,1.122449802,7.287525228,-0.01032262,2.552884628,-4.570048905,-1
349,MODEL1,PARMS,LUL,1.144524241,4.793314279,0.688158413,-0.595192885,0.892961789,-1
350,MODEL1,PARMS,LUL,1.106178279,5.44234783,0.54281909,-0.1187583,-0.057576601,-1
351,MODEL1,PARMS,LUL,1.155962677,5.965662378,0.377104386,0.322875099,-0.740306742,-1
352,MODEL1,PARMS,LUL,1.145475793,4.965694386,0.696343505,-0.532272637,0.50778725,-1
353,MODEL1,PARMS,LUL,1.150616437,6.744355706,0.126144399,1.98560173,-3.816723377,-1
354,MODEL1,PARMS,LUL,1.060888275,5.693799798,0.525874686,-0.498127009,0.679155208,-1
355,MODEL1,PARMS,LUL,1.200895561,5.389169838,0.530537184,0.428498252,-1.275278025,-1
356,MODEL1,PARMS,LUL,1.112748729,6.339073852,0.265102256,0.693528954,-1.158691416,-1
357,MODEL1,PARMS,LUL,1.029248965,6.475084892,0.26949812,0.904529484,-1.703081062,-1
358,MODEL1,PARMS,LUL,1.018868297,6.64200353,0.175580312,1.723088223,-3.351702345,-1
359,MODEL1,PARMS,LUL,1.047465901,6.584753659,0.210144067,1.35544237,-2.567455135,-1
360,MODEL1,PARMS,LUL,1.042849907,6.413127233,0.288400298,0.807790352,-1.570440438,-1
361,MODEL1,PARMS,LUL,1.059829121,5.652615083,0.451758473,0.433449025,-0.881286256,-1
362,MODEL1,PARMS,LUL,1.140532852,5.686680796,0.466301865,0.019927503,-0.157145128,-1
363,MODEL1,PARMS,LUL,1.135213377,6.217729012,0.300357551,1.172906027,-2.430488602,-1
364,MODEL1,PARMS,LUL,1.141919335,7.76660646,-0.125416442,2.940201752,-5.350634893,-1
365,MODEL1,PARMS,LUL,1.195870617,5.732863993,0.437591374,0.760122443,-1.813849007,-1
366,MODEL1,PARMS,LUL,1.131140721,6.611619728,0.236786457,1.147541359,-2.372208861,-1
367,MODEL1,PARMS,LUL,1.131038321,6.220604991,0.239564641,1.690355986,-3.362438808,-1
368,MODEL1,PARMS,LUL,1.154205704,6.281329277,0.328121412,0.772499921,-1.768819414,-1
369,MODEL1,PARMS,LUL,1.111268869,5.803271491,0.43360326,0.276162481,-0.703847779,-1
370,MODEL1,PARMS,LUL,1.167464192,7.080246091,0.06573499,1.711180114,-3.072076332,-1
371,MODEL1,PARMS,LUL,1.077429368,7.447278346,-0.076773953,3.250863641,-6.101681981,-1
372,MODEL1,PARMS,LUL,1.117058831,6.00291806,0.397739492,0.287492821,-0.769771235,-1
373,MODEL1,PARMS,LUL,1.154022152,5.88115202,0.417715846,0.06477525,-0.18368487,-1
374,MODEL1,PARMS,LUL,1.044403311,7.267179275,0.03118149,1.981938095,-3.641984056,-1
375,MODEL1,PARMS,LUL,1.16968492,6.430326764,0.242771273,1.105916349,-1.962863276,-1
376,MODEL1,PARMS,LUL,1.024158246,6.526662126,0.220736504,1.591135079,-3.167283611,-1
377,MODEL1,PARMS,LUL,1.148858088,6.828462982,0.13880416,1.513738318,-2.742386006,-1
378,MODEL1,PARMS,LUL,1.153858486,7.537549094,-0.093669727,3.096145944,-5.593273669,-1
379,MODEL1,PARMS,LUL,1.097482052,5.555530041,0.506348755,-0.40861489,0.787671421,-1
380,MODEL1,PARMS,LUL,1.028403496,7.022194861,0.117372651,1.334473368,-2.395958313,-1
381,MODEL1,PARMS,LUL,1.077855875,5.968869533,0.370404552,0.754934604,-1.545499366,-1
382,MODEL1,PARMS,LUL,1.140623065,7.268737007,0.012480437,1.817785463,-3.247206992,-1
383,MODEL1,PARMS,LUL,1.08862408,5.472219784,0.506679437,0.057151275,-0.150931701,-1
384,MODEL1,PARMS,LUL,1.172885088,6.378896893,0.25135773,1.181677247,-2.396891376,-1
385,MODEL1,PARMS,LUL,1.117105391,6.277787239,0.315361875,0.493961332,-0.641826939,-1
386,MODEL1,PARMS,LUL,1.112361277,6.284299351,0.300291894,1.113531364,-2.061527408,-1
387,MODEL1,PARMS,LUL,1.160076525,5.396953153,0.569789929,-0.258412516,0.049389581,-1
388,MODEL1,PARMS,LUL,1.042848628,5.708428172,0.441457212,0.783367529,-1.815743243,-1
389,MODEL1,PARMS,LUL,1.141873805,7.245678892,-0.001432833,2.277248767,-4.138962434,-1
390,MODEL1,PARMS,LUL,1.098722677,6.643746039,0.195488005,1.447332706,-2.56537832,-1
391,MODEL1,PARMS,LUL,1.053634702,6.742627809,0.12695596,1.803143449,-3.319715128,-1
392,MODEL1,PARMS,LUL,1.073153506,5.759893143,0.486212939,0.105607796,-0.425505963,-1
393,MODEL1,PARMS,LUL,1.130805875,6.334214027,0.294639839,0.830253919,-1.479450473,-1
394,MODEL1,PARMS,LUL,1.079229773,5.930893837,0.380010415,0.710549938,-1.398736048,-1
395,MODEL1,PARMS,LUL,1.107541966,6.265797269,0.315840018,0.664771044,-1.240651957,-1
396,MODEL1,PARMS,LUL,1.107365006,6.134856026,0.321449086,0.997145336,-1.948763458,-1
397,MODEL1,PARMS,LUL,1.146758281,6.238829723,0.307984172,0.456796073,-0.588104037,-1
398,MODEL1,PARMS,LUL,1.142000417,7.057607088,0.04971736,2.393448167,-4.416780668,-1
399,MODEL1,PARMS,LUL,1.156538178,5.919966673,0.417911604,-0.11655821,0.273959373,-1
400,MODEL1,PARMS,LUL,1.118889126,6.395085945,0.245717446,1.35659681,-2.657311256,-1
401,MODEL1,PARMS,LUL,1.126996613,6.593585033,0.230551396,0.958464298,-1.946431697,-1
402,MODEL1,PARMS,LUL,1.128442077,6.862042706,0.119597962,2.180612448,-4.274962317,-1
403,MODEL1,PARMS,LUL,1.177118523,4.163461382,0.927828338,-1.793345891,2.880655143,-1
404,MODEL1,PARMS,LUL,1.09934781,6.424996363,0.277121651,0.65258396,-1.20567472,-1
405,MODEL1,PARMS,LUL,1.064851754,6.666791034,0.163476371,1.641517073,-3.231620899,-1
406,MODEL1,PARMS,LUL,1.059249518,7.413939773,-0.029870457,2.508401373,-4.490405869,-1
407,MODEL1,PARMS,LUL,1.13191899,7.384796416,-0.000715433,1.786841934,-3.040971218,-1
408,MODEL1,PARMS,LUL,1.059658633,5.505528372,0.529445979,-0.403307979,0.58213481,-1
409,MODEL1,PARMS,LUL,1.048688577,5.857621584,0.491048271,-0.759996388,1.364407941,-1
410,MODEL1,PARMS,LUL,1.175076919,6.698536426,0.179336064,1.566378266,-3.059408158,-1
411,MODEL1,PARMS,LUL,1.139796706,6.227422438,0.279317693,1.72786423,-3.495901941,-1
412,MODEL1,PARMS,LUL,1.052567894,8.136360034,-0.191412355,2.242036425,-3.80438081,-1
413,MODEL1,PARMS,LUL,1.112499227,5.732867846,0.470025365,-0.214986723,0.345628008,-1
414,MODEL1,PARMS,LUL,1.105337981,6.087841132,0.330463408,1.043932072,-2.089992095,-1
415,MODEL1,PARMS,LUL,1.063860185,6.114879894,0.332916428,0.968209586,-2.079959566,-1
416,MODEL1,PARMS,LUL,1.132047787,5.932546334,0.370911776,0.795123128,-1.745793569,-1
417,MODEL1,PARMS,LUL,1.01833768,4.788832343,0.701272721,-0.819316959,1.143095292,-1
418,MODEL1,PARMS,LUL,1.181580102,6.553049112,0.205335678,1.273269547,-2.391152652,-1
419,MODEL1,PARMS,LUL,1.132952579,5.50210152,0.526099656,0.279826121,-1.005305742,-1
420,MODEL1,PARMS,LUL,1.084155582,6.356645053,0.278981224,0.937451012,-1.705309951,-1
421,MODEL1,PARMS,LUL,1.067700293,6.432568775,0.279193333,0.769361308,-1.525574982,-1
422,MODEL1,PARMS,LUL,1.076206859,6.293777321,0.274801065,1.038293683,-1.925294548,-1
423,MODEL1,PARMS,LUL,1.212788664,5.928379163,0.384001708,0.755987684,-1.434959584,-1
424,MODEL1,PARMS,LUL,1.070256235,5.499103218,0.513163936,-0.17330655,0.301378359,-1
425,MODEL1,PARMS,LUL,1.088860175,6.605417052,0.193628879,1.289077308,-2.251387225,-1
426,MODEL1,PARMS,LUL,1.113774802,7.108447598,0.034856978,2.409740087,-4.350584292,-1
427,MODEL1,PARMS,LUL,1.19503118,6.491795994,0.268903092,0.932856734,-1.774831597,-1
428,MODEL1,PARMS,LUL,1.111214658,5.313068261,0.562265064,-0.214887667,0.224613402,-1
429,MODEL1,PARMS,LUL,1.18233806,6.689409788,0.14567699,1.774197465,-3.237700518,-1
430,MODEL1,PARMS,LUL,1.122109937,4.869900765,0.671592866,-0.032919979,-0.583505468,-1
431,MODEL1,PARMS,LUL,1.0963881,6.838484649,0.16798796,1.299325751,-2.547425395,-1
432,MODEL1,PARMS,LUL,1.10050616,7.007570309,0.071777485,1.755508622,-2.979794844,-1
433,MODEL1,PARMS,LUL,1.101417777,6.342298614,0.258912254,1.515606421,-2.878474328,-1
434,MODEL1,PARMS,LUL,1.097948362,7.023737435,0.118136095,1.912575654,-3.722127774,-1
435,MODEL1,PARMS,LUL,1.140361299,7.231681326,0.052379575,1.842943746,-3.288397298,-1
436,MODEL1,PARMS,LUL,1.096512376,4.891800853,0.672439778,-0.157222507,-0.146977211,-1
437,MODEL1,PARMS,LUL,1.120067977,6.160374124,0.298865124,1.797596014,-3.684323907,-1
438,MODEL1,PARMS,LUL,1.102142811,6.148952568,0.374864473,0.330693064,-0.677491776,-1
439,MODEL1,PARMS,LUL,0.989118707,6.425520785,0.236957288,1.341130667,-2.524406098,-1
440,MODEL1,PARMS,LUL,1.126248716,6.176024433,0.305717098,1.613383931,-3.441058357,-1
441,MODEL1,PARMS,LUL,1.041318674,6.778028652,0.122902156,1.685452192,-3.1532204,-1
442,MODEL1,PARMS,LUL,1.119902913,6.193037431,0.331148958,0.23329521,-0.268224165,-1
443,MODEL1,PARMS,LUL,1.168193948,6.805282852,0.156324602,1.337728323,-2.428544973,-1
444,MODEL1,PARMS,LUL,1.04191789,5.597386493,0.506295464,-0.013462242,-0.250365527,-1
445,MODEL1,PARMS,LUL,1.045885887,5.907463302,0.356803368,1.457075288,-3.091532116,-1
446,MODEL1,PARMS,LUL,1.11811279,7.162848236,0.070223136,2.002197914,-3.785572805,-1
447,MODEL1,PARMS,LUL,1.081067845,7.279231208,0.015660588,1.925110179,-3.406790996,-1
448,MODEL1,PARMS,LUL,1.133806912,6.209792878,0.330093024,0.980733577,-2.070605868,-1
449,MODEL1,PARMS,LUL,1.071121401,7.093017275,0.063912365,1.829748925,-3.377671037,-1
450,MODEL1,PARMS,LUL,1.116015144,5.708138927,0.446428298,0.454188139,-1.094396318,-1
451,MODEL1,PARMS,LUL,1.077528411,7.31759552,0.026641722,1.793843832,-3.161046632,-1
452,MODEL1,PARMS,LUL,1.180797529,5.540337168,0.547200598,-0.603673658,0.977768889,-1
453,MODEL1,PARMS,LUL,1.189276048,6.301657551,0.324665364,0.303705269,-0.529669276,-1
454,MODEL1,PARMS,LUL,1.10214091,6.499574613,0.205305933,1.97490909,-3.843316109,-1
455,MODEL1,PARMS,LUL,1.124761208,6.453960933,0.23835899,1.081566983,-2.006626769,-1
456,MODEL1,PARMS,LUL,1.102921236,6.020500425,0.344614747,0.551253312,-0.954463594,-1
457,MODEL1,PARMS,LUL,1.068655005,6.676719365,0.176881204,1.556759015,-3.074038377,-1
458,MODEL1,PARMS,LUL,1.04845331,6.486254405,0.219311137,1.626199634,-3.046253591,-1
459,MODEL1,PARMS,LUL,1.070239434,6.011486623,0.356678391,1.104755333,-2.34510293,-1
460,MODEL1,PARMS,LUL,1.071979571,5.992996418,0.372229259,0.595998262,-1.240894383,-1
461,MODEL1,PARMS,LUL,1.166463815,7.139101782,0.024437656,2.252523614,-4.141483381,-1
462,MODEL1,PARMS,LUL,1.145972164,8.20180456,-0.220742137,2.98002578,-5.465500394,-1
463,MODEL1,PARMS,LUL,1.108076948,6.820517756,0.158731423,1.105974969,-1.956713241,-1
464,MODEL1,PARMS,LUL,1.104191821,6.956208317,0.135287149,0.897484464,-1.452508023,-1
465,MODEL1,PARMS,LUL,1.098081532,6.126048174,0.335678779,0.712475948,-1.383643336,-1
466,MODEL1,PARMS,LUL,1.121720131,7.369039153,0.011169084,2.149950411,-3.856470178,-1
467,MODEL1,PARMS,LUL,1.179530654,5.426751921,0.47384593,0.774141957,-1.701066917,-1
468,MODEL1,PARMS,LUL,1.04247128,6.553656437,0.199328339,1.705311275,-3.324731151,-1
469,MODEL1,PARMS,LUL,1.259209197,7.31752229,-0.014017765,2.024987635,-3.529138585,-1
470,MODEL1,PARMS,LUL,1.106861682,6.128769154,0.343359912,0.318824734,-0.579347946,-1
471,MODEL1,PARMS,LUL,1.170984716,6.322227674,0.311123437,0.536892396,-1.09474748,-1
472,MODEL1,PARMS,LUL,1.082184194,5.593349881,0.478792352,0.452363098,-1.111380525,-1
473,MODEL1,PARMS,LUL,1.057802918,6.343962173,0.252311266,1.380337004,-2.668903842,-1
474,MODEL1,PARMS,LUL,1.145554469,5.594436435,0.478358285,0.249585469,-0.726268891,-1
475,MODEL1,PARMS,LUL,1.135476084,8.051816362,-0.199830699,2.696812475,-4.561644408,-1
